Symbol,CXSMILES,Monomer_Type,R1,R2,R3
L_MeCl,CC(C)C[C@H](N[*])C(=O)CCl |$;;;;;;_R1;;;;$|,Backbone,H,-,-
X106,"FC(F)(F)C1(N=N1)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;_R1;;_R2;;;$,c:5|",Backbone,H,OH,-
X151,CCCCN[C@@H](CCC(O)=O)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X153,[*]N(CC([*])=O)C1CCCCC1 |$_R1;;;;_R2;;;;;;;$|,Backbone,H,OH,-
X102,NCCCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Hph,[*]N[C@@H](CCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
Spg,[*]NC1(CCCC1)C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X1777,ClC(Cl)C[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2785,CC(C)(C)OC(=O)N[C@@H](C([*])=O)c1cccc2ccccc12 |$;;;;;;;;;;_R2;;;;;;;;;;;$|,Backbone,-,OH,-
X2120,OC(=O)[C@@H]1[C@H](N1[*])C(O)=O |$;;;;;;_R1;;;$|,Backbone,H,-,-
X2681,CC(C)[C@H](N[*])C(=O)c1noc(Cc2cccc(C)c2)n1 |$;;;;;_R1;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2816,[*]N[C@H](Cc1ncc[nH]1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2795,"CC(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(=O)C=Cc1ccc(C)cc1 |w:18.18,$;;;;;;;;;;;;;;_R2;;;;;;;;;;;;$|",Backbone,-,OH,-
X2210,OC(=O)Cn1ccc(=O)n(CC([*])=O)c1=O |$;;;;;;;;;;;;_R2;;;$|,Backbone,-,OH,-
am,N[*] |$;_R1$|,Backbone,H,-,-
X2100,[*]N1C[C@@H](C[C@H]1C([*])=O)OC(=O)N1CCCCC1 |$_R1;;;;;;;_R2;;;;;;;;;;$|,Backbone,H,OH,-
X2088,"CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CSC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$,t:14|",Backbone,H,OH,-
X2082,"CCOC(=O)C=CCC[C@H](NC(=O)OCc1ccccc1)C([*])=O |w:6.6,$;;;;;;;;;;;;;;;;;;;;;;_R2;$|",Backbone,-,OH,-
X2154,OC(=O)[C@@H]1Cc2ccccc2CN1[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2141,C[C@H](N[C@@H](Cc1cnc[nH]1)C(O)=O)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2131,CCCCCCCCCCN[C@@H](CCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2191,"CC(C)C[C@H](NC(=O)N[C@@H]([C@@H]1CCN=C(N)N1)C([*])=O)C=O |$;;;;;;;;;;;;;;;;;;_R2;;;$,t:13|",Backbone,-,OH,-
X2139,[*]N(CCCCC#N)CC([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2152,COc1cccc2nc(cc(O[C@@H]3C[C@H](N([*])C3)C([*])=O)c12)-c1ccccc1 |$;;;;;;;;;;;;;;;;_R1;;;_R2;;;;;;;;$|,Backbone,H,OH,-
X1843,CCCn1cc([C@H](N[*])C([*])=O)c(=O)c2ccccc12 |$;;;;;;;;_R1;;_R2;;;;;;;;;$|,Backbone,H,OH,-
X1058,FC(F)(F)S(=O)(=O)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1358,CC(C)[C@@H](NC(N)=N)C([*])=O |$;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1363,[*]N1[C@@H](Cc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
G_Me,CC(=O)CN[*] |$;;;;;_R1$|,Backbone,H,-,-
X1291,OCCN([*])CC([*])=O |$;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X1498,[*]N[C@@H](CC#N)C([*])=O |$_R1;;;;;;;_R2;$|,Backbone,H,OH,-
X1460,SC[C@H](N[*])C=O |$;;;;_R1;;$|,Backbone,H,-,-
X1483,COC(=O)[C@H](Cc1ccc(OC(C)=O)cc1)N[*] |$;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X1310,OC(=O)CC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1313,[*]N[C@@H](CC(=O)OCc1ccccc1N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1410,NC(N)=[NH+]CCC[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1226,CCN(CC)C(=N)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1455,NC(=N)NCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1302,OC(=O)COC(=O)CN[*] |$;;;;;;;;;_R1$|,Backbone,H,-,-
X1231,C[C@@H]1[C@@H](N([*])Cc2ccccc12)C([*])=O |$;;;;_R1;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1006,[*]N[C@@H](CCCCNC1CCCCC1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1079,[*]C(=O)[C@@H](Cc1cnc[nH]1)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X998,OS(=O)(=O)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1127,COc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X232,[*]N1Cc2[nH]c3ccccc3c2C[C@H]1C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X179,[*]N[C@@H](CCc1ncc[nH]1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X186,CN(C)C(=NC[C@H](N[*])C([*])=O)N(C)C |$;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X392,NC(=N)NCCC[C@H](N[*])C(=O)c1nccs1 |$;;;;;;;;;_R1;;;;;;;$|,Backbone,H,-,-
Boc_dPhg,CC(C)(C)OC(=O)N[C@@H](C([*])=O)c1ccccc1 |$;;;;;;;;;;_R2;;;;;;;$|,Backbone,-,OH,-
X327,[*]N1C[C@@H](C[C@H]1C([*])=O)OCc1ccccc1 |$_R1;;;;;;;_R2;;;;;;;;;$|,Backbone,H,OH,-
X264,COC(=O)[C@H](COC(=O)c1ccccc1)N[*] |$;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X278,CC(C)C[C@@H]1N([*])CNC1=O |$;;;;;;_R1;;;;$|,Backbone,H,-,-
X632,CC(C)(N[*])C(=O)C(F)(F)C(F)(F)F |$;;;;_R1;;;;;;;;;$|,Backbone,H,-,-
X396,[*]N1CCc2ccccc2[C@H]1C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X341,[*]N[C@@H](Cc1cccc(c1)C#N)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
dSer(tBu),CC(C)(C)OC[C@@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X510,C[C@@H](OC(C)(C)C)[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X503,CSCCC[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X406,NCCCC[C@H](N[*])C(=O)c1nccs1 |$;;;;;;;_R1;;;;;;;$|,Backbone,H,-,-
Me_meL,CC(C)C[C@H](N(C)C)C([*])=O |$;;;;;;;;;_R2;$|,Backbone,-,OH,-
X631,"[*]N[C@H](CCCCN=C(NCc1ccccn1)NC#N)C([*])=O |w:7.6,$_R1;;;;;;;;;;;;;;;;;;;;;_R2;$|",Backbone,H,OH,-
X312,Sc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X375,CCc1cccc(C)c1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X384,Cc1c(C)c(C)c(C[C@H](N[*])C([*])=O)c(C)c1C |$;;;;;;;;;;_R1;;_R2;;;;;$|,Backbone,H,OH,-
X1597,C[N+](C)(C)[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X671,[*]N[C@H](C([*])=O)c1cccs1 |$_R1;;;;_R2;;;;;;$|,Backbone,H,OH,-
X1619,"COC(=O)[C@H](CSCC=C(C)COCc1cccc(c1)C(=O)c1ccccc1)N[*] |w:8.7,$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R1$|",Backbone,H,-,-
X775,C[C@H](OC(=O)[C@@H]1CCCN1[*])C(O)=O |$;;;;;;;;;;_R1;;;$|,Backbone,H,-,-
V_OMe,COC(=O)[C@@H](N[*])C(C)C |$;;;;;;_R1;;;$|,Backbone,H,-,-
X914,N[C@@H]1C[C@@H]1CC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1925,CO[C@@H](N(C)[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1555,CO[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X534,COc1ccc(cc1)C(=O)CC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2572,COc1cc2CC[C@H](N(C(C)=O)C(=O)[C@@H](CS)N[*])c3cc(=O)c(OC)ccc3-c2c(OC)c1OC |$;;;;;;;;;;;;;;;;;;_R1;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2573,NC[C@H](NC(O)=O)C([*])=O |$;;;;;;;;_R2;$|,Backbone,-,OH,-
X2614,Clc1ccc(C[C@H](Nc2ccco2)C([*])=O)cc1 |$;;;;;;;;;;;;;;_R2;;;$|,Backbone,-,OH,-
X2615,CCOC(=O)[C@H]1[C@@H](N1[*])C(=O)OCC |$;;;;;;;;_R1;;;;;$|,Backbone,H,-,-
X2745,[*]N1CCS[C@@H]1C([*])=O |$_R1;;;;;;;_R2;$|,Backbone,H,OH,-
X2692,C[C@@](CCCC(O)=O)(NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2683,OC(=O)C[C@H](N[*])C(=O)OCCc1ccc(F)cc1 |$;;;;;;_R1;;;;;;;;;;;;$|,Backbone,H,-,-
X2622,Cc1cc(O)cc(C)c1C[C@H](NC(N)=N)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2695,CC(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2734,[*]N[C@@H](Cc1ccc2ccccc2c1)C=O |$_R1;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2626,NCC[C@H](NS(=O)(=O)c1cccc(c1)-c1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
I_OBzl,CC[C@H](C)[C@H](N[*])C(=O)OCc1ccccc1 |$;;;;;;_R1;;;;;;;;;;$|,Backbone,H,-,-
X2539,OC(=O)C[C@@H]1N([*])C[C@H](Cc2ccccc2)NC1=O |$;;;;;;_R1;;;;;;;;;;;;$|,Backbone,H,-,-
X2522,Cc1cn(CC([*])=O)c(=O)n(CC(O)=O)c1=O |$;;;;;;_R2;;;;;;;;;;$|,Backbone,-,OH,-
X2558,FC(F)C[C@H](N[*])C(=O)c1nc2ccccc2o1 |$;;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X2292,COCCOCOc1ccc(Cl)cc1CN[C@@H](C(C)C)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2293,COc1ccc(O)c(CN[C@@H](C(C)C)C([*])=O)c1 |$;;;;;;;;;;;;;;;_R2;;$|,Backbone,-,OH,-
X2296,[*]C(=O)[C@@H](CCc1ccccc1)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X2353,C[C@H](NCC(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2373,NCCCC[C@H](Nc1cccnc1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2405,OC(=O)CN1C(=O)C[C@H](NC1=O)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2452,NC(=N)N1CCC(CC[C@H](N[*])C([*])=O)CC1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X2348,CC(C)[C@H](NC(=O)OCC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2370,CC(C)C[C@H](NC(=O)N1CCCCCC1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2351,OC(=O)C[C@H](NC(=O)N[C@@H](Cc1ccccc1)C([*])=O)C(O)=O |$;;;;;;;;;;;;;;;;;;_R2;;;;$|,Backbone,-,OH,-
X2334,[*]C(=O)[C@@H]1CCCCN1CC(=O)c1ccc2ccccc2c1 |$_R2;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X2270,CN(C)c1cccc2c(cccc12)S(=O)(=O)N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X535,CN([*])[C@@H](Cc1ccc(OS(O)(=O)=O)cc1)C([*])=O |$;;_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X600,CC(C)C[C@@H](NC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X757,[*]N[C@@H](Cc1ccc(cc1)[N+]#N)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X758,OC(=O)CC[C@H](NCCCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X545,CC(C)(C)CNCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X973,CCn1cnc(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;_R1;;_R2;;$|,Backbone,H,OH,-
X547,NC(=O)Nc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X611,[*]N1C[C@@H](C[C@H]1C([*])=O)Oc1ccnc2ccccc12 |$_R1;;;;;;;_R2;;;;;;;;;;;;$|,Backbone,H,OH,-
lalloHyp,O[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X964,OC(=O)C[C@H](N[*])C(=O)c1nccs1 |$;;;;;;_R1;;;;;;;$|,Backbone,H,-,-
X965,C[C@H](N[*])C(=O)C(O)=O |$;;;_R1;;;;;$|,Backbone,H,-,-
X770,C[C@@H]([C@H](N)C([*])=O)c1ccc(O)cc1 |$;;;;;_R2;;;;;;;;$|,Backbone,-,OH,-
X584,OC(=O)c1ccc(C[C@H](N[*])C([*])=O)cc1O |$;;;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
dPhe(2-F),Fc1ccccc1C[C@@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X3035,CC(C)NC(=S)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2872,CC(C)C[C@H](NC(=O)NCCCCOS(O)(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2519,CC(C)(C)c1[nH]c2c(cc(cc2c1C[C@H](N[*])C([*])=O)C(C)(C)C)C(C)(C)C |$;;;;;;;;;;;;;;;;_R1;;_R2;;;;;;;;;$|,Backbone,H,OH,-
X2534,OC(=O)[C@@H](CC(=O)OCCc1ccc(F)cc1)N[*] |$;;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2485,Fc1cn(CC([*])=O)c(=O)[nH]c1=O |$;;;;;;_R2;;;;;;$|,Backbone,-,OH,-
X2506,"Oc1ccc(CC=N[C@@H](Cc2ccc(OP(O)(O)=O)cc2)C([*])=O)cc1O |w:6.5,$;;;;;;;;;;;;;;;;;;;;;;_R2;;;;$|",Backbone,-,OH,-
X1579,C[C@@H]([C@@H](N)C([*])=O)c1c(C)cc(O)cc1C |$;;;;;_R2;;;;;;;;;;$|,Backbone,-,OH,-
X1653,COC(=O)[C@H](C[C@@H]1CCNC1=O)N[*] |$;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X511,[*]N1[C@H](CC[C@H]1c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X687,CCCS[C@@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X1484,Cc1cc2nc(C[C@H](N[*])C([*])=O)[nH]c2cc1C |$;;;;;;;;;_R1;;_R2;;;;;;$|,Backbone,H,OH,-
X1279,[*]N[C@@H](Cc1cn(nn1)-c1cccc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1353,[*]N(CCOCc1ccccc1)CC([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2226,[*]N[C@@H](Cn1c(=O)[nH]c2ccccc2c1=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
Nal,[*]N[C@@H](Cc1ccc2ccccc2c1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
dY,Oc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X12,NCCCC[C@H](N)CN[C@@H](CCCCN)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
3-Pal,[*]N[C@@H](Cc1cccnc1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OS(O)(=O)=O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Aib,CC(C)(N[*])C([*])=O |$;;;;_R1;;_R2;$|,Backbone,H,OH,-
X929,NC(=N)NCCC[C@@H](N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X715,Oc1ccc2C[C@@](CCc2c1)(N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X798,[*]N[C@@H](Cc1cncn1CCCCCCCCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X736,[*]C(=O)[C@@H]1CC(=O)N1 |$_R2;;;;;;;$|,Backbone,-,OH,-
X748,OC(=O)COC(=O)[C@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X977,[*]N[C@@H](CCCCNCc1ccc2ccccc2c1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1152,[*]N[C@H](Cc1ccc(NC(=S)c2ccccc2)cc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1153,[*]N[C@]1(CCc2ccccc2C1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
S_OBzl,OC[C@H](N[*])C(=O)OCc1ccccc1 |$;;;;_R1;;;;;;;;;;$|,Backbone,H,-,-
X892,"NC1=N[C@@H](CS1)C([*])=O |$;;;;;;;_R2;$,t:1|",Backbone,-,OH,-
X1048,CCOC(=O)N[C@H](Cc1ccc(cc1)N(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1171,C[N+](C)(C)CC([*])=O |$;;;;;;_R2;$|,Backbone,-,OH,-
X727,"ClC=CCNCCCC[C@H](N[*])C([*])=O |w:1.0,$;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X804,COC(=O)[C@H](Cc1ccc(OC(=O)CC(C)C)cc1)N[*] |$;;;;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X1692,[*]N[C@@H](CCCCCCC(=O)[C@@H]1CO1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
meE,CN([*])[C@@H](CCC([*])=O)C([*])=O |$;;_R1;;;;;_R3;;;_R2;$|,Backbone,H,OH,OH
X2074,[*]N1C[C@@H](C[C@H]1C([*])=O)c1ccccc1 |$_R1;;;;;;;_R2;;;;;;;$|,Backbone,H,OH,-
X2017,[*]N[C@@H](CCc1ccc(cc1)N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2018,COC(=O)c1ccc(NC(=O)N[C@H](CS[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;_R3;;_R2;;;$|,Backbone,-,OH,H
X1960,C[C@H](NCc1ccccc1OC(F)(F)F)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Me_dK,CN([*])[C@H](CCCCN)C([*])=O |$;;_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X2048,NC(=N)NCCC[C@@H](N([*])Cc1ccccc1)C([*])=O |$;;;;;;;;;_R1;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2062,Fc1cc(F)cc(c1)[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2032,Fc1ccc(CN[C@H](CS[*])C([*])=O)cc1F |$;;;;;;;;;;_R3;;_R2;;;;$|,Backbone,-,OH,H
X1982,NC(=O)N[C@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1868,O[C@@]12C[C@H](N([*])[C@@H]1Nc1cc(Cl)ccc21)C([*])=O |$;;;;;_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1745,CCCCCC[C@H](N(C)[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1712,"[*]N1N=CCC[C@@H]1C([*])=O |$_R1;;;;;;;;_R2;$,c:2|",Backbone,H,OH,-
X1714,CN([*])[C@H](CC(=O)OC(C)(C)C)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1863,COSCC[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X50,Nc1ccc(cc1)-c1cn(nn1)[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
Lys(Ac)2,CC(=O)N(CCC[C@@H](N[*])C([*])=O)C(C)=O |$;;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X216,CCC[C@]1(CCCN1[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X135,CC1(C)SCN([*])[C@H]1C([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X142,CCC[C@@H]1CCN([*])[C@H]1C([*])=O |$;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X158,CC(C)(C)OC(=O)N[C@H](CCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X159,CS(=O)(=O)N[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X162,NC(=N)Nc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
dChg,[*]N[C@H](C1CCCCC1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X108,CC(C)OC(=O)N[C@@H](C(C)C)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X146,OP(O)(=O)Cc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X213,COC(=O)[C@H](Cc1ccc(OC(=O)C(C)C)cc1)N[*] |$;;;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
lalloT,C[C@H](O)[C@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone,H,OH,-
dPhe(4-Me),Cc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X2802,C[C@H](N[*])C(=O)NC(=O)CCC(O)=O |$;;;_R1;;;;;;;;;;$|,Backbone,H,-,-
X2882,CC[C@H](C)[C@H](N[*])C(=O)C[C@H](Cc1ccccc1)C(O)=O |$;;;;;;_R1;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2408,[*]Sc1ncccc1N(=O)=O |$_R3;;;;;;;;;;$|,Backbone,-,-,H
X2794,"CC(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(=O)C=Cc1ccccc1 |w:18.18,$;;;;;;;;;;;;;;_R2;;;;;;;;;;;$|",Backbone,-,OH,-
X2797,"CC(=O)N([C@H](Cc1cccnc1)C([*])=O)C(=O)C=Cc1ccccc1 |w:17.17,$;;;;;;;;;;;;;_R2;;;;;;;;;;;$|",Backbone,-,OH,-
Apm,[*]N[C@@H](CCCCC([*])=O)C([*])=O |$_R1;;;;;;;;_R3;;;_R2;$|,Backbone,H,OH,OH
X2836,[*]C(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X2847,"CN(C)c1ccc2c(-c3ccc(NC(=S)N[C@@H](CC(O)=O)C([*])=O)cc3)c3ccc(cc3oc2c1)=[N+](C)C |w:35.39,$;;;;;;;;;;;;;;;;;;;;;;_R2;;;;;;;;;;;;;;;$|",Backbone,-,OH,-
X2739,OS(=O)(=O)N[C@@H](Cc1ccc(OS(O)(=O)=O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
