molregno	description	helm_notation	pref_name	chembl_id	structure_type	molecule_type	oral	withdrawn_flag
485731	NULL	PEPTIDE1{E.C.G}$$$$	NULL	CHEMBL454299	BOTH	Protein	0	0
485912	NULL	PEPTIDE1{[Dpr].[meL].[Sar].[meL]}|PEPTIDE2{[Sar].[meL]}|PEPTIDE3{[Dpr].[meL]}$PEPTIDE3,PEPTIDE2,2:R2-1:R1|PEPTIDE3,PEPTIDE1,1:R3-4:R2|PEPTIDE1,PEPTIDE2,1:R3-2:R2$$$	NULL	CHEMBL506635	BOTH	Protein	0	0
485925	NULL	PEPTIDE1{[Me_meL].[Dpr].[meL].[meF]}|PEPTIDE2{[Me_meL].[Dpr].[meL].[meF]}$PEPTIDE1,PEPTIDE2,2:R3-4:R2|PEPTIDE2,PEPTIDE1,2:R3-4:R2$$$	NULL	CHEMBL499186	BOTH	Protein	0	0
486463	NULL	PEPTIDE1{G.R.C.T.[X203].S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL505235	BOTH	Protein	0	0
486464	NULL	PEPTIDE1{G.R.C.T.[X19].S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL505627	BOTH	Protein	0	0
486465	NULL	PEPTIDE1{G.R.[Abu].T.[X203].S.I.P.I.[Abu].F.P.D}$$$$	NULL	CHEMBL505795	BOTH	Protein	0	0
486466	NULL	PEPTIDE1{K.[Abu].[lalloT].[X203].S.I.P.P.I.[Abu].F.P.D}$$$$	NULL	CHEMBL510146	BOTH	Protein	0	0
486468	NULL	PEPTIDE1{K.C.[lalloT].[X203].S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,10:R3-2:R3$$$	NULL	CHEMBL444719	BOTH	Protein	0	0
486469	NULL	PEPTIDE1{R.[Abu].[lalloT].[X203].S.I.P.P.I.[Abu].F.P.D.G}$PEPTIDE1,PEPTIDE1,14:R2-1:R1$$$	NULL	CHEMBL509508	BOTH	Protein	0	0
486471	NULL	PEPTIDE1{G.R.[Abu].[lalloT].[X19].S.I.P.P.I.[Abu].F.P.D}$$$$	NULL	CHEMBL508575	BOTH	Protein	0	0
486472	NULL	PEPTIDE1{G.R.[Abu].[lalloT].F.S.I.P.P.I.[Abu].F.P.D}$$$$	NULL	CHEMBL525991	BOTH	Protein	0	0
486473	NULL	PEPTIDE1{G.R.[Abu].T.F.S.I.P.P.I.[Abu].F.P.D}$PEPTIDE1,PEPTIDE1,14:R2-1:R1$$$	NULL	CHEMBL362714	BOTH	Protein	0	0
486794	NULL	PEPTIDE1{[dP].F.[R_MeCl]}$$$$	NULL	CHEMBL521527	BOTH	Protein	0	0
486807	NULL	PEPTIDE1{[Boc_V].[X2108].[X104]}$$$$	NULL	CHEMBL508132	BOTH	Protein	0	0
486811	NULL	PEPTIDE1{[Boc_V].[X2108].[X2331]}$$$$	NULL	CHEMBL450509	BOTH	Protein	0	0
487006	NULL	PEPTIDE1{L.M.N.N.A.E.H.I.N.Q.F.Y.M.F.I}$$$$	NULL	CHEMBL525938	BOTH	Protein	0	0
487007	NULL	PEPTIDE1{R.F.Q.V.F.L.Q.N.A.H.K.V}$$$$	NULL	CHEMBL500778	BOTH	Protein	0	0
487008	NULL	PEPTIDE1{E.M.K.E.R.F.Q.V.F.L.Q.N.A.H.K.V.N.M.H.N}$$$$	NULL	CHEMBL524300	BOTH	Protein	0	0
487009	NULL	PEPTIDE1{L.M.N.N.V.E.H.I.N.Q.F.Y.T.F.I}$$$$	NULL	CHEMBL499512	BOTH	Protein	0	0
487011	NULL	PEPTIDE1{R.Q.I.K.I.W.F.Q.N.R.R.M.K.W.K.K.L.M.N.N.A.E.H.I.N.Q.F.Y.M.I}$$$$	NULL	CHEMBL499382	BOTH	Protein	0	0
487012	ovalbumin peptide	PEPTIDE1{I.S.Q.A.V.H.A.A.H.A.E.I.N.E.A.G.R}$$$$	ovalbumin peptide	CHEMBL525439	BOTH	Protein	0	0
487545	NULL	PEPTIDE1{[dF].[X1956].F.[dW].K.T.[X1956].T.[am]}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL526550	BOTH	Protein	0	0
487546	NULL	PEPTIDE1{[dF].[dHcy].F.[dW].K.T.[dHcy].T.[am]}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL455435	BOTH	Protein	0	0
487547	NULL	PEPTIDE1{[X1984].[dC].Y.[dW].K.T.C.[Nal].[am]}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL452074	BOTH	Protein	0	0
487548	NULL	PEPTIDE1{[X1984].[Hcy].Y.[dW].K.T.[dHcy].[Nal].[am]}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL455760	BOTH	Protein	0	0
487550	NULL	PEPTIDE1{C.F.F.[dW].K.T.F.C}$PEPTIDE1,PEPTIDE1,8:R3-1:R3$$$	NULL	CHEMBL452157	BOTH	Protein	0	0
487551	NULL	PEPTIDE1{[dC].F.F.[dW].K.T.F.C}$PEPTIDE1,PEPTIDE1,8:R3-1:R3$$$	NULL	CHEMBL500326	BOTH	Protein	0	0
487552	NULL	PEPTIDE1{C.F.F.[dW].K.T.F.[dC]}$PEPTIDE1,PEPTIDE1,8:R3-1:R3$$$	NULL	CHEMBL502777	BOTH	Protein	0	0
487553	NULL	PEPTIDE1{[dC].F.F.[dW].K.T.F.[dC]}$PEPTIDE1,PEPTIDE1,8:R3-1:R3$$$	NULL	CHEMBL501776	BOTH	Protein	0	0
487554	NULL	PEPTIDE1{[ac].C.F.F.[dW].K.T.F.C}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL504457	BOTH	Protein	0	0
487555	NULL	PEPTIDE1{[ac].[dC].F.F.[dW].K.T.F.C}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL446380	BOTH	Protein	0	0
487556	NULL	PEPTIDE1{[ac].C.F.F.[dW].K.T.F.[dC]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL503596	BOTH	Protein	0	0
487557	NULL	PEPTIDE1{[ac].[dC].F.F.[dW].K.T.F.[dC]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL505854	BOTH	Protein	0	0
487558	NULL	PEPTIDE1{[ac].[X1956].F.F.[dW].K.T.F.C}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL505128	BOTH	Protein	0	0
487559	NULL	PEPTIDE1{[ac].[X126].F.F.[dW].K.T.F.C}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL525030	BOTH	Protein	0	0
487560	NULL	PEPTIDE1{[ac].C.F.F.[dW].K.T.F.[X1956]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL504395	BOTH	Protein	0	0
487561	NULL	PEPTIDE1{[ac].C.F.F.[dW].K.T.F.[X126]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL525397	BOTH	Protein	0	0
487562	NULL	PEPTIDE1{[ac].[dC].F.F.[dW].K.T.F.[X1956]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL503036	BOTH	Protein	0	0
487563	NULL	PEPTIDE1{[ac].[dC].F.F.[dW].K.T.F.[X126]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL453936	BOTH	Protein	0	0
487564	NULL	PEPTIDE1{[ac].[X1956].F.F.[dW].K.T.F.[dC]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL504462	BOTH	Protein	0	0
487565	NULL	PEPTIDE1{[ac].[X126].F.F.[dW].K.T.F.[dC]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL502511	BOTH	Protein	0	0
487566	NULL	PEPTIDE1{[ac].[X1956].F.F.[dW].K.T.F.[X126]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL524870	BOTH	Protein	0	0
487567	NULL	PEPTIDE1{[ac].[X126].F.F.[dW].K.T.F.[X1956]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL505496	BOTH	Protein	0	0
487568	NULL	PEPTIDE1{[ac].[X1956].F.F.[dW].K.T.F.[X1956]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL447989	BOTH	Protein	0	0
487569	NULL	PEPTIDE1{[ac].[X126].F.F.[dW].K.T.F.[X126]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL506892	BOTH	Protein	0	0
487570	NULL	PEPTIDE1{[ac].[dHcy].F.F.[dW].K.T.F.C}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL504087	BOTH	Protein	0	0
487571	NULL	PEPTIDE1{[ac].[Hcy].F.F.[dW].K.T.F.C}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$	NULL	CHEMBL504248	BOTH	Protein	0	0
487635	RINNIPWSEAMM	PEPTIDE1{R.I.N.N.I.P.W.S.E.A.M.M}$$$$	RINNIPWSEAMM	CHEMBL503625	BOTH	Protein	0	0
487636	NULL	PEPTIDE1{R.I.N.N.I.[X1466].W.S.E.A.M.M}$$$$	NULL	CHEMBL525821	BOTH	Protein	0	0
487637	NULL	PEPTIDE1{R.I.N.N.I.[X590].W.S.E.A.M.M}$$$$	NULL	CHEMBL507263	BOTH	Protein	0	0
487638	NULL	PEPTIDE1{R.I.N.N.I.[X1187].W.S.E.A.M.M}$$$$	NULL	CHEMBL526734	BOTH	Protein	0	0
487639	NULL	PEPTIDE1{R.I.N.N.I.[X1465].W.S.E.A.M.M}$$$$	NULL	CHEMBL524669	BOTH	Protein	0	0
487640	NULL	PEPTIDE1{R.I.N.N.I.[X995].W.S.E.A.M.M}$$$$	NULL	CHEMBL525404	BOTH	Protein	0	0
487641	NULL	PEPTIDE1{R.I.N.N.I.[X587].W.S.E.A.M.M}$$$$	NULL	CHEMBL503832	BOTH	Protein	0	0
487642	NULL	PEPTIDE1{R.I.N.N.I.[X890].W.S.E.A.M.M}$$$$	NULL	CHEMBL503166	BOTH	Protein	0	0
487643	NULL	PEPTIDE1{R.I.N.N.I.[X881].W.S.E.A.M.M}$$$$	NULL	CHEMBL499935	BOTH	Protein	0	0
487644	NULL	PEPTIDE1{R.I.N.N.I.[X50].W.S.E.A.M.M}$$$$	NULL	CHEMBL524849	BOTH	Protein	0	0
487645	NULL	PEPTIDE1{R.I.N.N.I.[X887].W.S.E.A.M.M}$$$$	NULL	CHEMBL510358	BOTH	Protein	0	0
487646	NULL	PEPTIDE1{R.I.N.N.I.[X557].W.S.E.A.M.M}$$$$	NULL	CHEMBL504061	BOTH	Protein	0	0
487647	NULL	PEPTIDE1{R.I.N.N.I.[X1188].W.S.E.A.M.M}$$$$	NULL	CHEMBL525788	BOTH	Protein	0	0
487648	NULL	PEPTIDE1{R.I.N.N.I.[X1185].W.S.E.A.M.M}$$$$	NULL	CHEMBL503298	BOTH	Protein	0	0
487649	NULL	PEPTIDE1{R.I.N.N.I.[X1190].W.S.E.A.M.M}$$$$	NULL	CHEMBL525041	BOTH	Protein	0	0
487650	NULL	PEPTIDE1{R.I.N.N.I.[X1017].W.S.E.A.M.M}$$$$	NULL	CHEMBL506183	BOTH	Protein	0	0
487651	NULL	PEPTIDE1{R.I.N.N.I.[X1502].W.S.E.A.M.M}$$$$	NULL	CHEMBL525033	BOTH	Protein	0	0
487652	NULL	PEPTIDE1{R.I.N.N.I.[X1038].W.S.E.A.M.M}$$$$	NULL	CHEMBL503979	BOTH	Protein	0	0
487653	NULL	PEPTIDE1{R.I.N.N.I.[X1497].W.S.E.A.M.M}$$$$	NULL	CHEMBL503099	BOTH	Protein	0	0
487654	NULL	PEPTIDE1{R.I.N.N.I.[X1463].W.S.E.A.M.M}$$$$	NULL	CHEMBL506954	BOTH	Protein	0	0
487655	NULL	PEPTIDE1{R.I.N.N.I.[X1050].W.S.E.A.M.M}$$$$	NULL	CHEMBL502306	BOTH	Protein	0	0
487656	NULL	PEPTIDE1{R.I.N.N.I.[X594].W.S.E.A.M.M}$$$$	NULL	CHEMBL526525	BOTH	Protein	0	0
487826	NULL	PEPTIDE1{Y.P.W.A.[am]}$$$$	NULL	CHEMBL512955	BOTH	Protein	0	0
487827	NULL	PEPTIDE1{Y.A.W.F.[am]}$$$$	NULL	CHEMBL445690	BOTH	Protein	0	0
487828	NULL	PEPTIDE1{Y.P.A.A.[am]}$$$$	NULL	CHEMBL466147	BOTH	Protein	0	0
487829	NULL	PEPTIDE1{Y.G.G.W.L.[am]}$$$$	NULL	CHEMBL504973	BOTH	Protein	0	0
487878	NULL	PEPTIDE1{H.A.E.G.T.F.T.S.D.V.S.S.Y.L.E.G.Q.A.A.K.E.F.I.A.W.L.V.K.G.R.G.[am]}$$$$	NULL	CHEMBL499930	BOTH	Protein	0	0
487879	NULL	PEPTIDE1{H.G.E.G.T.F.T.S.D.V.S.S.Y.L.E.G.Q.A.A.K.E.F.I.A.W.L.V.K.G.R.G}$$$$	NULL	CHEMBL526685	BOTH	Protein	0	0
487880	NULL	PEPTIDE1{H.G.E.G.T.F.T.S.D.V.S.S.Y.L.E.E.Q.A.A.K.E.F.I.A.W.L.V.K.G.R.G}$$$$	NULL	CHEMBL525934	BOTH	Protein	0	0
487881	NULL	PEPTIDE1{H.G.E.G.T.F.T.S.D.V.S.S.Y.L.E.[Aib].Q.A.A.K.E.F.I.A.W.L.V.K.G.R.G.[am]}$$$$	NULL	CHEMBL499370	BOTH	Protein	0	0
487882	NULL	PEPTIDE1{Y.L.E.K.Q.A.A.K.E.F.I.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.T.F.T.S.D.V.S.E}$PEPTIDE2,PEPTIDE1,12:R2-1:R1|PEPTIDE2,PEPTIDE1,12:R3-4:R3$$$	NULL	CHEMBL499208	BOTH	Protein	0	0
487883	NULL	PEPTIDE1{L.E.G.K.A.A.K.E.F.I.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.T.F.T.S.D.V.S.S.E}$PEPTIDE2,PEPTIDE1,13:R2-1:R1|PEPTIDE2,PEPTIDE1,13:R3-4:R3$$$	NULL	CHEMBL507190	BOTH	Protein	0	0
487884	NULL	PEPTIDE1{H.G.E.G.T.F.T.S.D.V.S.S.Y.E}|PEPTIDE2{E.G.Q.K.A.K.E.F.I.A.W.L.V.K.G.R.G.[am]}$PEPTIDE1,PEPTIDE2,14:R2-1:R1|PEPTIDE2,PEPTIDE1,4:R3-14:R3$$$	NULL	CHEMBL524538	BOTH	Protein	0	0
487885	NULL	PEPTIDE1{G.Q.A.K.K.E.F.I.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.T.F.T.S.D.V.S.S.Y.L.E}$PEPTIDE2,PEPTIDE1,15:R2-1:R1|PEPTIDE2,PEPTIDE1,15:R3-4:R3$$$	NULL	CHEMBL525956	BOTH	Protein	0	0
487886	NULL	PEPTIDE1{A.K.E.K.I.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.T.F.[lalloT].S.D.V.S.S.Y.L.E.G.Q.E}$PEPTIDE2,PEPTIDE1,18:R2-1:R1|PEPTIDE2,PEPTIDE1,18:R3-4:R3$$$	NULL	CHEMBL505224	BOTH	Protein	0	0
487887	NULL	PEPTIDE1{Q.A.A.K.E.F.I.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.[lalloT].F.[lalloT].S.D.V.S.S.Y.L.E.E}$PEPTIDE2,PEPTIDE1,16:R2-1:R1|PEPTIDE2,PEPTIDE1,16:R3-4:R3$$$	NULL	CHEMBL524907	BOTH	Protein	0	0
487888	NULL	PEPTIDE1{A.A.K.K.F.I.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.T.F.T.S.D.V.S.S.Y.L.E.G.E}$PEPTIDE2,PEPTIDE1,17:R2-1:R1|PEPTIDE2,PEPTIDE1,17:R3-4:R3$$$	NULL	CHEMBL499133	BOTH	Protein	0	0
487889	NULL	PEPTIDE1{K.E.F.K.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.T.F.T.S.D.V.S.S.Y.L.E.G.Q.A.E}$PEPTIDE2,PEPTIDE1,19:R2-1:R1|PEPTIDE2,PEPTIDE1,19:R3-4:R3$$$	NULL	CHEMBL504759	BOTH	Protein	0	0
487890	NULL	PEPTIDE1{E.F.I.K.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.T.F.T.S.D.V.S.S.Y.L.E.G.Q.A.A.E}$PEPTIDE2,PEPTIDE1,20:R2-1:R1|PEPTIDE2,PEPTIDE1,20:R3-4:R3$$$	NULL	CHEMBL500447	BOTH	Protein	0	0
487891	NULL	PEPTIDE1{Q.A.A.E.E.F.I.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.[lalloT].F.[lalloT].S.D.V.S.S.Y.L.E.K}$PEPTIDE2,PEPTIDE1,16:R2-1:R1|PEPTIDE2,PEPTIDE1,16:R3-4:R3$$$	NULL	CHEMBL527077	BOTH	Protein	0	0
487892	NULL	PEPTIDE1{Q.A.A.[Orn].E.F.I.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.[lalloT].F.[lalloT].S.D.V.S.S.Y.L.E.E}$PEPTIDE2,PEPTIDE1,16:R2-1:R1|PEPTIDE2,PEPTIDE1,16:R3-4:R3$$$	NULL	CHEMBL526730	BOTH	Protein	0	0
487893	NULL	PEPTIDE1{Q.A.A.K.E.F.I.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.[lalloT].F.[lalloT].S.D.V.S.S.Y.L.E.D}$PEPTIDE2,PEPTIDE1,16:R2-1:R1|PEPTIDE2,PEPTIDE1,16:R3-4:R3$$$	NULL	CHEMBL526684	BOTH	Protein	0	0
487894	NULL	PEPTIDE1{Q.A.A.K.E.F.I.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.[lalloT].F.[lalloT].S.D.V.S.S.Y.L.E.[Aad]}$PEPTIDE2,PEPTIDE1,16:R2-1:R1|PEPTIDE2,PEPTIDE1,16:R3-4:R3$$$	NULL	CHEMBL507645	BOTH	Protein	0	0
487896	NULL	PEPTIDE1{G.Q.A.A.K.E.F.I.A.W.L.V.K.G.R.G.[am]}|PEPTIDE2{H.G.E.G.T.F.T.S.D.V.S.S.Y.L.E}$PEPTIDE2,PEPTIDE1,15:R2-1:R1|PEPTIDE2,PEPTIDE1,15:R3-5:R3$$$	NULL	CHEMBL526893	BOTH	Protein	0	0
487902	NULL	PEPTIDE1{[ac].Y.G.G.F.L.[am]}$$$$	NULL	CHEMBL500212	BOTH	Protein	0	0
487903	NULL	PEPTIDE1{Y.G.W.F.L.[am]}$$$$	NULL	CHEMBL455502	BOTH	Protein	0	0
487985	NULL	PEPTIDE1{H.F.R.W.G.K.P.V.[am]}$$$$	NULL	CHEMBL502588	BOTH	Protein	0	0
487986	NULL	PEPTIDE1{H.F.R.W.G.K.Y.V.[am]}$$$$	NULL	CHEMBL526548	BOTH	Protein	0	0
487987	NULL	PEPTIDE1{H.F.R.W.G.R.F.V.[am]}$$$$	NULL	CHEMBL510941	BOTH	Protein	0	0
487988	NULL	PEPTIDE1{H.F.K.W.G.K.F.V.[am]}$$$$	NULL	CHEMBL454783	BOTH	Protein	0	0
487989	NULL	PEPTIDE1{H.F.K.W.E.R.F.V.[am]}$$$$	NULL	CHEMBL509328	BOTH	Protein	0	0
487990	NULL	PEPTIDE1{H.F.K.W.G.K.Y.V.[am]}$$$$	NULL	CHEMBL502123	BOTH	Protein	0	0
487991	NULL	PEPTIDE1{H.Y.K.W.G.R.F.V.[am]}$$$$	NULL	CHEMBL509033	BOTH	Protein	0	0
487992	NULL	PEPTIDE1{H.Y.K.W.G.K.Y.V.[am]}$$$$	NULL	CHEMBL526185	BOTH	Protein	0	0
487993	NULL	PEPTIDE1{H.Y.K.W.G.K.F.V.[am]}$$$$	NULL	CHEMBL450096	BOTH	Protein	0	0
487994	NULL	PEPTIDE1{H.Y.R.W.G.K.F.V.[am]}$$$$	NULL	CHEMBL506112	BOTH	Protein	0	0
489060	NULL	PEPTIDE1{F.G.G.F.T.D.A.R.K.K.A.R.K.[am]}$$$$	NULL	CHEMBL507269	BOTH	Protein	0	0
489061	NULL	PEPTIDE1{F.G.G.F.T.G.[dD].R.K.K.A.R.K.[am]}$$$$	NULL	CHEMBL507653	BOTH	Protein	0	0
490562	NULL	PEPTIDE1{F.T.F.N.E.D.F}$$$$	NULL	CHEMBL503304	BOTH	Protein	0	0
490563	NULL	PEPTIDE1{N.F.D.D.D.F}$$$$	NULL	CHEMBL500445	BOTH	Protein	0	0
490660	SCYLLOTOXIN	PEPTIDE1{A.F.C.N.L.R.M.C.Q.L.S.C.R.S.L.G.L.L.G.K.C.I.G.D.K.C.E.C.V.K.H}$$$$	Scyllatoxin	CHEMBL526173	BOTH	Protein	0	0
490746	NULL	PEPTIDE1{[Boc_G].G.G.[G_OBzl]}$$$$	NULL	CHEMBL477183	BOTH	Protein	0	0
490780	NULL	PEPTIDE1{R.R.P.Y.I.[meL]}$$$$	NULL	CHEMBL508130	BOTH	Protein	0	0
490781	NULL	PEPTIDE1{R.[meR].P.Y.I.L}$$$$	NULL	CHEMBL443967	BOTH	Protein	0	0
490782	NULL	PEPTIDE1{R.R.P.Y.[meI].L}$$$$	NULL	CHEMBL503059	BOTH	Protein	0	0
490816	NULL	PEPTIDE1{[Boc_G].G.G.G}$$$$	NULL	CHEMBL476354	BOTH	Protein	0	0
492445	NULL	PEPTIDE1{[X2659].L.[X975].[X1370].N.[am]}$$$$	NULL	CHEMBL508925	BOTH	Protein	0	0
492446	NULL	PEPTIDE1{[X2661].L.[X2660].[X1370].N.[am]}$$$$	NULL	CHEMBL445342	BOTH	Protein	0	0
492447	NULL	PEPTIDE1{[X1369].[X1370].N.[am]}$$$$	NULL	CHEMBL489405	BOTH	Protein	0	0
492449	NULL	PEPTIDE1{[X2661].L.[X975].[X1].N.[am]}$$$$	NULL	CHEMBL462230	BOTH	Protein	0	0
492450	NULL	PEPTIDE1{[X2659].L.[X975].[X1].N.[am]}$$$$	NULL	CHEMBL444948	BOTH	Protein	0	0
492451	NULL	PEPTIDE1{[X2336].L.Y.[X1].N.[am]}$$$$	NULL	CHEMBL448312	BOTH	Protein	0	0
492452	NULL	PEPTIDE1{[X2692].L.Y.[X1].N.[am]}$$$$	NULL	CHEMBL461032	BOTH	Protein	0	0
492453	NULL	PEPTIDE1{[X2336].L.[X975].[X1].N.[am]}$$$$	NULL	CHEMBL499251	BOTH	Protein	0	0
492454	NULL	PEPTIDE1{[X2692].L.[X975].[X1].N.[am]}$$$$	NULL	CHEMBL500357	BOTH	Protein	0	0
492641	NULL	PEPTIDE1{C.N.G.R.C.G.G.[dK].[dL].[dA].[dK].[dL].[dA].[dK].[dK].[dL].[dA].[dK].[dL].[dA].[dK]}$PEPTIDE1,PEPTIDE1,5:R3-1:R3$$$	NULL	CHEMBL506540	BOTH	Protein	0	0
492642	NULL	PEPTIDE1{S.M.S.I.A.R.L.G.G.[dK].[dL].[dA].[dK].[dL].[dA].[dK].[dK].[dL].[dA].[dK].[dL].[dA].[dK]}$$$$	NULL	CHEMBL499773	BOTH	Protein	0	0
492643	NULL	PEPTIDE1{C.K.G.G.[dR].[dA].[dK].[dD].C.G.G.[dK].[dL].[dA].[dK].[dL].[dA].[dK].[dK].[dL].[dA].[dK].[dL].[dA].[dK]}$PEPTIDE1,PEPTIDE1,9:R3-1:R3$$$	NULL	CHEMBL526132	BOTH	Protein	0	0
492995	NULL	PEPTIDE1{S.F.F.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL505840	BOTH	Protein	0	0
492996	NULL	PEPTIDE1{S.F.Y.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL449744	BOTH	Protein	0	0
492997	NULL	PEPTIDE1{S.F.H.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL500802	BOTH	Protein	0	0
492998	NULL	PEPTIDE1{S.F.L.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL524536	BOTH	Protein	0	0
492999	NULL	PEPTIDE1{S.F.V.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL525271	BOTH	Protein	0	0
493000	NULL	PEPTIDE1{S.F.T.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL503354	BOTH	Protein	0	0
493001	NULL	PEPTIDE1{S.F.S.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL505583	BOTH	Protein	0	0
493002	NULL	PEPTIDE1{S.F.C.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL503441	BOTH	Protein	0	0
493003	NULL	PEPTIDE1{S.F.G.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL499957	BOTH	Protein	0	0
493004	NULL	PEPTIDE1{S.F.N.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL499993	BOTH	Protein	0	0
493005	NULL	PEPTIDE1{S.F.Q.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL506383	BOTH	Protein	0	0
493006	NULL	PEPTIDE1{S.F.K.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL526551	BOTH	Protein	0	0
493007	NULL	PEPTIDE1{S.F.D.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL504008	BOTH	Protein	0	0
493008	NULL	PEPTIDE1{S.F.E.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL526165	BOTH	Protein	0	0
493009	NULL	PEPTIDE1{S.F.[Orn].N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL510338	BOTH	Protein	0	0
493010	NULL	PEPTIDE1{S.F.[Nva].N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL525447	BOTH	Protein	0	0
493011	NULL	PEPTIDE1{S.F.[Abu].N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL505174	BOTH	Protein	0	0
493012	NULL	PEPTIDE1{S.F.[Dab].N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL510673	BOTH	Protein	0	0
493013	NULL	PEPTIDE1{S.F.[Dpr].N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL505996	BOTH	Protein	0	0
493014	NULL	PEPTIDE1{S.F.[Cit].N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL447434	BOTH	Protein	0	0
493015	NULL	PEPTIDE1{S.F.[X37].N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL524693	BOTH	Protein	0	0
